TaskID ArrivalTime ServiceTime StartingTime FinishingTime TurnAroundTime WeightTurnAround
1			0			2			0			2			2			1.0
2			1			9			1			10			9			1.0
3			2			3			2			5			3			1.0
4			3			2			5			7			4			2.0
5			4			9			7			16			12			1.3333333333333333
6			5			2			10			12			7			3.5
7			6			1			12			13			7			7.0
8			7			2			13			15			8			4.0
9			8			2			15			17			9			4.5
10			9			1			16			17			8			8.0
11			10			3			17			20			10			3.3333333333333335
12			11			6			17			23			12			2.0
13			12			6			20			26			14			2.3333333333333335
14			13			2			23			25			12			6.0
15			14			9			25			34			20			2.2222222222222223
16			15			9			26			35			20			2.2222222222222223
17			16			6			34			40			24			4.0
18			17			9			35			44			27			3.0
19			18			3			40			43			25			8.333333333333334
20			19			2			43			45			26			13.0
21			20			6			44			50			30			5.0
22			21			6			45			51			30			5.0
23			22			6			50			56			34			5.666666666666667
24			23			9			51			60			37			4.111111111111111
25			24			2			56			58			34			17.0
26			25			9			58			67			42			4.666666666666667
27			26			2			60			62			36			18.0
28			27			3			62			65			38			12.666666666666666
29			28			6			65			71			43			7.166666666666667
30			29			6			67			73			44			7.333333333333333
31			30			9			71			80			50			5.555555555555555
32			31			9			73			82			51			5.666666666666667
33			32			6			80			86			54			9.0
34			33			2			82			84			51			25.5
35			34			6			84			90			56			9.333333333333334
36			35			9			86			95			60			6.666666666666667
37			36			9			90			99			63			7.0
38			37			9			95			104			67			7.444444444444445
39			38			1			99			100			62			62.0
40			39			1			100			101			62			62.0
41			40			3			101			104			64			21.333333333333332
42			41			6			104			110			69			11.5
43			42			6			104			110			68			11.333333333333334
44			43			6			110			116			73			12.166666666666666
45			44			6			110			116			72			12.0
46			45			3			116			119			74			24.666666666666668
47			46			6			116			122			76			12.666666666666666
48			47			9			119			128			81			9.0
49			48			3			122			125			77			25.666666666666668
50			49			9			125			134			85			9.444444444444445
51			50			6			128			134			84			14.0
52			51			9			134			143			92			10.222222222222221
53			52			6			134			140			88			14.666666666666666
54			53			2			140			142			89			44.5
55			54			6			142			148			94			15.666666666666666
56			55			1			143			144			89			89.0
57			56			3			144			147			91			30.333333333333332
58			57			9			147			156			99			11.0
59			58			3			148			151			93			31.0
60			59			9			151			160			101			11.222222222222221
61			60			1			156			157			97			97.0
62			61			3			157			160			99			33.0
63			62			6			160			166			104			17.333333333333332
64			63			9			160			169			106			11.777777777777779
65			64			3			166			169			105			35.0
66			65			9			169			178			113			12.555555555555555
67			66			2			169			171			105			52.5
68			67			2			171			173			106			53.0
69			68			3			173			176			108			36.0
70			69			3			176			179			110			36.666666666666664
71			70			9			178			187			117			13.0
72			71			1			179			180			109			109.0
73			72			2			180			182			110			55.0
74			73			9			182			191			118			13.11111111111111
75			74			9			187			196			122			13.555555555555555
76			75			2			191			193			118			59.0
77			76			6			193			199			123			20.5
78			77			2			196			198			121			60.5
79			78			6			198			204			126			21.0
80			79			3			199			202			123			41.0
81			80			1			202			203			123			123.0
82			81			2			203			205			124			62.0
83			82			6			204			210			128			21.333333333333332
84			83			3			205			208			125			41.666666666666664
85			84			9			208			217			133			14.777777777777779
86			85			1			210			211			126			126.0
87			86			2			211			213			127			63.5
88			87			2			213			215			128			64.0
89			88			1			215			216			128			128.0
90			89			3			216			219			130			43.333333333333336
91			90			2			217			219			129			64.5
92			91			3			219			222			131			43.666666666666664
93			92			6			219			225			133			22.166666666666668
94			93			3			222			225			132			44.0
95			94			9			225			234			140			15.555555555555555
96			95			6			225			231			136			22.666666666666668
97			96			1			231			232			136			136.0
98			97			9			232			241			144			16.0
99			98			3			234			237			139			46.333333333333336
100			99			1			237			238			139			139.0
