TaskID ArrivalTime ServiceTime StartingTime FinishingTime TurnAroundTime WeightTurnAround
1			0			2			0			2			2			1.0
2			1			9			1			10			9			1.0
3			2			3			2			5			3			1.0
4			3			2			5			7			4			2.0
5			4			9			131			140			136			15.11111111111111
6			5			2			8			10			5			2.5
7			6			1			7			8			2			2.0
8			7			2			10			12			5			2.5
9			8			2			11			13			5			2.5
10			9			1			10			11			2			2.0
11			10			3			12			15			5			1.6666666666666667
12			11			6			15			21			10			1.6666666666666667
13			12			6			15			21			9			1.5
14			13			2			13			15			2			1.0
15			14			9			132			141			127			14.11111111111111
16			15			9			140			149			134			14.88888888888889
17			16			6			23			29			13			2.1666666666666665
18			17			9			141			150			133			14.777777777777779
19			18			3			21			24			6			2.0
20			19			2			21			23			4			2.0
21			20			6			29			35			15			2.5
22			21			6			31			37			16			2.6666666666666665
23			22			6			37			43			21			3.5
24			23			9			149			158			135			15.0
25			24			2			24			26			2			1.0
26			25			9			150			159			134			14.88888888888889
27			26			2			26			28			2			1.0
28			27			3			28			31			4			1.3333333333333333
29			28			6			37			43			15			2.5
30			29			6			44			50			21			3.5
31			30			9			158			167			137			15.222222222222221
32			31			9			159			168			137			15.222222222222221
33			32			6			50			56			24			4.0
34			33			2			35			37			4			2.0
35			34			6			56			62			28			4.666666666666667
36			35			9			167			176			141			15.666666666666666
37			36			9			168			177			141			15.666666666666666
38			37			9			176			185			148			16.444444444444443
39			38			1			43			44			6			6.0
40			39			1			43			44			5			5.0
41			40			3			44			47			7			2.3333333333333335
42			41			6			63			69			28			4.666666666666667
43			42			6			74			80			38			6.333333333333333
44			43			6			83			89			46			7.666666666666667
45			44			6			95			101			57			9.5
46			45			3			47			50			5			1.6666666666666667
47			46			6			101			107			61			10.166666666666666
48			47			9			177			186			139			15.444444444444445
49			48			3			50			53			5			1.6666666666666667
50			49			9			185			194			145			16.11111111111111
51			50			6			102			108			58			9.666666666666666
52			51			9			186			195			144			16.0
53			52			6			107			113			61			10.166666666666666
54			53			2			53			55			2			1.0
55			54			6			108			114			60			10.0
56			55			1			55			56			1			1.0
57			56			3			56			59			3			1.0
58			57			9			194			203			146			16.22222222222222
59			58			3			59			62			4			1.3333333333333333
60			59			9			195			204			145			16.11111111111111
61			60			1			62			63			3			3.0
62			61			3			62			65			4			1.3333333333333333
63			62			6			113			119			57			9.5
64			63			9			203			212			149			16.555555555555557
65			64			3			65			68			4			1.3333333333333333
66			65			9			204			213			148			16.444444444444443
67			66			2			68			70			4			2.0
68			67			2			69			71			4			2.0
69			68			3			70			73			5			1.6666666666666667
70			69			3			73			76			7			2.3333333333333335
71			70			9			212			221			151			16.77777777777778
72			71			1			71			72			1			1.0
73			72			2			72			74			2			1.0
74			73			9			213			222			149			16.555555555555557
75			74			9			221			230			156			17.333333333333332
76			75			2			76			78			3			1.5
77			76			6			114			120			44			7.333333333333333
78			77			2			78			80			3			1.5
79			78			6			119			125			47			7.833333333333333
80			79			3			80			83			4			1.3333333333333333
81			80			1			80			81			1			1.0
82			81			2			81			83			2			1.0
83			82			6			120			126			44			7.333333333333333
84			83			3			83			86			3			1.0
85			84			9			222			231			147			16.333333333333332
86			85			1			86			87			2			2.0
87			86			2			87			89			3			1.5
88			87			2			89			91			4			2.0
89			88			1			89			90			2			2.0
90			89			3			91			94			5			1.6666666666666667
91			90			2			90			92			2			1.0
92			91			3			92			95			4			1.3333333333333333
93			92			6			125			131			39			6.5
94			93			3			94			97			4			1.3333333333333333
95			94			9			230			239			145			16.11111111111111
96			95			6			126			132			37			6.166666666666667
97			96			1			97			98			2			2.0
98			97			9			231			240			143			15.88888888888889
99			98			3			98			101			3			1.0
100			99			1			101			102			3			3.0
